Flow;Steam;pressure;temperature;compo1;compo2;compo3;compo4;compo5;compo6;compo7;compo8;compo9;compo10;compo11
13,372608;0,533;2,991075807;831,9072;0,05;0,921;60,327;31,2;1,452;4,407;0;1,012;0,611;0,02;0
17,353792;0,5727;2,907717956;817,1683;0,05;0,921;60,327;31,2;1,452;4,407;0;1,012;0,611;0,02;0
16,38624;0,4763;2,871432774;825,7441;0,05;0,921;60,327;31,2;1,452;4,407;0;1,012;0,611;0,02;0
17,759936;0,3081;2,232029028;851,0648;0,05;0,921;60,327;31,2;1,452;4,407;0;1,012;0,611;0,02;0
12,760832;0,37;2,369324311;815,5951;0,05;0,921;60,327;31,2;1,452;4,407;0;1,012;0,611;0,02;0
15,044768;0,5825;2,93027361;821,4387;0,05;0,921;60,327;31,2;1,452;4,407;0;1,012;0,611;0,02;0
15,913632;0,3309;2,871432774;828,3499;0,05;0,921;60,327;31,2;1,452;4,407;0;1,012;0,611;0,02;0
12,680608;0,548;2,977346278;824,9135;0,05;0,921;60,327;31,2;1,452;4,407;0;1,012;0,611;0,02;0
17,31552;0,3551;2,459546926;822,876;0,05;0,921;60,327;31,2;1,452;4,407;0;1,012;0,611;0,02;0
15,549984;0,533;2,472295773;820,0612;0,05;0,921;60,327;31,2;1,452;4,407;0;1,012;0,611;0,02;0
17,640544;0,4458;2,866529371;834,2845;0,05;0,921;60,327;31,2;1,452;4,407;0;1,012;0,611;0,02;0
14,967872;0,388;2,326174365;818,7583;0,05;0,921;60,327;31,2;1,452;4,407;0;1,012;0,611;0,02;0
13,664128;0,4784;2,588016083;819,1559;0,05;0,921;60,327;31,2;1,452;4,407;0;1,012;0,611;0,02;0
13,45664;0,5704;2,605668334;846,2736;0,05;0,921;60,327;31,2;1,452;4,407;0;1,012;0,611;0,02;0
12,91152;0,4036;2,254584682;842,8375;0,05;0,921;60,327;31,2;1,452;4,407;0;1,012;0,611;0,02;0
17,269216;0,5653;2,335981171;860,2809;0,05;0,921;60,327;31,2;1,452;4,407;0;1,012;0,611;0,02;0
16,055904;0,487;2,473276454;862,9078;0,05;0,921;60,327;31,2;1,452;4,407;0;1,012;0,611;0,02;0
14,661344;0,3448;2,572325194;802,6099;0,007;0,109;96,982;0,919;0,31;0,551;0,756;0,166;0,2;0;0
15,067104;0,3876;2,226144945;848,031;0,007;0,109;96,982;0,919;0,31;0,551;0,756;0,166;0,2;0;0
17,916512;0,3645;2,834166912;805,7386;0,007;0,109;96,982;0,919;0,31;0,551;0,756;0,166;0,2;0;0
13,110208;0,3724;2,333039129;849,1271;0,007;0,109;96,982;0,919;0,31;0,551;0,756;0,166;0,2;0;0
13,118432;0,3973;2,592919486;801,2588;0,007;0,109;96,982;0,919;0,31;0,551;0,756;0,166;0,2;0;0
12,193728;0,4694;2,279101697;846,3297;0,007;0,109;96,982;0,919;0,31;0,551;0,756;0,166;0,2;0;0
15,67504;0,5051;2,436010591;828,8257;0,007;0,109;96,982;0,919;0,31;0,551;0,756;0,166;0,2;0;0
16,568256;0,5577;2,998921251;810,1794;0,007;0,109;96,982;0,919;0,31;0,551;0,756;0,166;0,2;0;0
15,591552;0,5477;2,179072276;839,7939;0,007;0,109;96,982;0,919;0,31;0,551;0,756;0,166;0,2;0;0
15,874272;0,4957;2,131018927;834,5428;0,007;0,109;96,982;0,919;0,31;0,551;0,756;0,166;0,2;0;0
16,49408;0,3292;2,253604001;824,8143;0,007;0,109;96,982;0,919;0,31;0,551;0,756;0,166;0,2;0;0
14,041696;0,5856;2,428165147;836,7072;0,007;0,109;96,982;0,919;0,31;0,551;0,756;0,166;0,2;0;0
12,402464;0,3821;2,945964499;794,2723;0,007;0,109;96,982;0,919;0,31;0,551;0,756;0,166;0,2;0;0
