Flow;Steam;pressure;temperature;compo1;compo2;compo3;compo4;compo5;compo6;compo7;compo8;compo9;compo10;compo11
15,066752;0,5626;2,733156811;809,8185;0,03099938;0,07399852;93,4751305;5,820883582;0,05699886;0,05699886;0,08599828;0,05799884;0,34099318;0;0
14,311968;0,4487;2,639992155;827,1267;0,03099938;0,07399852;93,4751305;5,820883582;0,05699886;0,05699886;0,08599828;0,05799884;0,34099318;0;0
13,274816;0,3521;2,532117289;799,2649;0,03099938;0,07399852;93,4751305;5,820883582;0,05699886;0,05699886;0,08599828;0,05799884;0,34099318;0;0
13,171168;0,5218;2,136903011;819,1957;0,03099938;0,07399852;93,4751305;5,820883582;0,05699886;0,05699886;0,08599828;0,05799884;0,34099318;0;0
14,647776;0,4039;2,899872512;817,856;0,03099938;0,07399852;93,4751305;5,820883582;0,05699886;0,05699886;0,08599828;0,05799884;0,34099318;0;0
12,960768;0,3023;2,606649014;799,532;0,03099938;0,07399852;93,4751305;5,820883582;0,05699886;0,05699886;0,08599828;0,05799884;0,34099318;0;0
12,431968;0,4478;2,517407081;813,453;0,03099938;0,07399852;93,4751305;5,820883582;0,05699886;0,05699886;0,08599828;0,05799884;0,34099318;0;0
12,369152;0,4475;2,990095126;840,7653;0,03099938;0,07399852;93,4751305;5,820883582;0,05699886;0,05699886;0,08599828;0,05799884;0,34099318;0;0
15,63952;0,4363;2,673335295;820,7512;0,03099938;0,07399852;93,4751305;5,820883582;0,05699886;0,05699886;0,08599828;0,05799884;0,34099318;0;0
12,081312;0,3026;2,444836717;824,8855;0,03099938;0,07399852;93,4751305;5,820883582;0,05699886;0,05699886;0,08599828;0,05799884;0,34099318;0;0
17,946176;0,4098;2,177110915;832,0624;0,03099938;0,07399852;93,4751305;5,820883582;0,05699886;0,05699886;0,08599828;0,05799884;0,34099318;0;0
15,551264;0,4853;2,295773267;820,3345;0,03099938;0,07399852;93,4751305;5,820883582;0,05699886;0,05699886;0,08599828;0,05799884;0,34099318;0;0
12,339488;0,3995;2,735118172;842,2096;0,03099938;0,07399852;93,4751305;5,820883582;0,05699886;0,05699886;0,08599828;0,05799884;0,34099318;0;0
15,525248;0,4064;2,23497107;812,0278;0,03099938;0,07399852;93,4751305;5,820883582;0,05699886;0,05699886;0,08599828;0,05799884;0,34099318;0;0
15,518848;0,3672;2,288908503;809,4452;0,03099938;0,07399852;93,4751305;5,820883582;0,05699886;0,05699886;0,08599828;0,05799884;0,34099318;0;0
14,316352;0,3296;2,495832107;832,983;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
12,041568;0,4838;2,414435618;847,4904;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
17,827136;0,4677;2,981269001;835,3601;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
16,223264;0,5436;2,784152202;812,5975;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
15,32256;0,4163;2,958713347;834,5342;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
17,785408;0,3177;2,494851427;816,48;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
16,955168;0,4258;2,220260861;866,5511;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
15,253504;0,544;2,854761204;833,3319;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
17,03648;0,3097;2,795920369;811,91;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
17,106592;0,3551;2,63214671;827,4326;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
15,061792;0,4921;2,239874473;827,4573;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
16,674464;0,4432;2,870452094;812,2052;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
16,483104;0,3904;2,772384035;837,3195;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
12,7872;0,5632;2,362459547;855,4806;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
13,232512;0,4381;2,987153084;842,1095;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
16,172544;0,3726;2,688045504;828,3445;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
15,996032;0,5428;2,719427283;843,8766;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
17,605408;0,3096;2,117289399;835,8534;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
12,236384;0,383;2,181033637;820,6797;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
13,80512;0,408;2,667451211;810,6503;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
17,967584;0,3423;2,548788859;835,5065;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
13,084928;0,3501;2,435029911;802,0416;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
13,27664;0,3806;2,626262626;818,6877;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
14,750336;0,4569;2,8802589;820,7449;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
13,59856;0,4433;2,362459547;810,6378;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
16,246528;0,3159;2,276159655;827,9121;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
12,739232;0,3074;2,427184466;817,0684;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
12,057664;0,4464;2,324213004;808,0292;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
13,648544;0,3661;2,56644111;833,3214;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
14,355904;0,4017;2,729234088;832,7235;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
14,944416;0,3497;2,296753947;811,5596;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
17,398304;0,5101;2,636069432;822,7069;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
13,185632;0,4849;2,183975679;860,3992;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
13,676;0,3523;2,631166029;806,5972;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
14,895904;0,5913;2,969500834;844,9088;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
13,813152;0,5764;2,803765813;836,2469;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
16,336448;0,4152;2,567421791;817,6216;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
16,21504;0,5509;2,273217613;839,3862;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
17,030624;0,3011;2,618417182;844,8708;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
16,465536;0,555;2,877316858;859,7885;0;0,92400924;71,13171132;22,6502265;1,02501025;0,82400824;1,16901169;1,2500125;0,9800098;0,04600046;0
13,036032;0,4009;2,111405315;853,8765;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
14,477312;0,4061;2,619397862;846,1635;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
17,969408;0,5203;2,362459547;838,8318;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
13,389088;0,5253;2,2840051;827,2047;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
15,778496;0,3025;2,662547808;846,9626;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
16,214112;0,3398;2,713543199;806,8541;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
13,266592;0,3501;2,78121016;827,7958;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
14,23872;0,3234;2,639992155;805,3706;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
12,365856;0,3839;2,436991272;807,6405;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
15,17168;0,4743;2,494851427;851,9358;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
16,16048;0,4393;2,227125625;825,52;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
15,040736;0,3298;2,461508287;839,6616;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
14,65968;0,3003;2,426203785;822,2451;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
15,842944;0,52;2,909679317;830,827;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
16,322528;0,4713;2,337942532;836,3573;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
16,942176;0,4569;2,678238698;837,0143;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
17,32944;0,4857;2,917524762;853,2648;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
16,217216;0,5629;2,426203785;859,0157;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
16,607616;0,5525;2,749828381;849,9868;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
14,961088;0,3361;2,245758556;840,7518;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
16,60304;0,5402;2,69883299;830,5892;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
14,52912;0,3523;2,540943415;812,7347;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
15,804672;0,4987;2,109443954;848,7435;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
16,73728;0,406;2,759635187;818,7939;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
17,01744;0,3177;2,777287437;841,6586;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
16,010144;0,3878;2,497793469;848,7253;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
15,38592;0,3236;2,683142101;824,1292;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
13,28048;0,5995;2,263410807;831,2809;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
14,168032;0,4132;2,886142983;848,9924;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
15,637312;0,3071;2,997940571;831,3445;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
14,257568;0,4255;2,378150436;829,2405;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
15,723008;0,531;2,56644111;835,2196;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
13,458848;0,5505;2,504658233;834,3165;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
16,883936;0,5737;2,710601157;818,1326;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
15,509152;0,5756;2,944983819;839,7277;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
14,066944;0,5848;2,154555261;829,6783;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
12,852576;0,3696;2,760615867;797,6343;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
14,46944;0,564;2,889085025;807,7229;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
15,163616;0,4046;2,89693047;806,7356;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
13,936224;0,3014;2,600764931;843,8292;0;0,92499075;71,23128769;22,4697753;1,04198958;0,83699163;1,18898811;1,2699873;0,99699003;0,03899961;0
15,620288;0,5142;2,953809944;833,7253;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
13,10928;0,5551;2,98028832;802,5676;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
14,927776;0,4909;2,118270079;826,6544;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
13,325728;0,3662;2,378150436;805,7208;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
13,091712;0,4192;2,459546926;824,5269;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
16,265568;0,4121;2,538001373;814,1917;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
16,941984;0,4479;2,88123958;823,1976;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
15,351104;0,3961;2,376189075;820,3062;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
15,405312;0,5983;2,644895558;819,8986;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
14,89536;0,3757;2,236932431;832,593;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
12,529728;0,3113;2,752770423;831,3275;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
16,99968;0,3274;2,406590174;842,2316;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
16,257888;0,4312;2,48406394;861,6068;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
12,202688;0,3497;2,183975679;824,1215;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
12,949248;0,4269;2,811611258;846,8855;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
15,8792;0,3033;2,223202903;845,197;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
17,6552;0,4514;2,265372168;821,92;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
12,387456;0,3886;2,929292929;825,3621;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
14,14112;0,4379;2,361478866;813,2395;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
16,969088;0,5612;2,528194567;843,1332;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
12,661216;0,4339;2,804746494;826,5338;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
15,395808;0,5847;2,882220261;811,9716;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
15,480384;0,3725;2,638030793;811,7679;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
15,3696;0,4206;2,387957242;852,3503;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
16,148736;0,4819;2,86358733;811,1364;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
17,669664;0,3562;2,920466804;804,3502;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
14,524928;0,5313;2,426203785;824,8875;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
15,051904;0,5701;2,94694518;817,1888;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
17,549376;0,3152;2,855741885;844,8983;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
12,897056;0,4342;2,903795234;821,2946;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
13,767008;0,4749;2,672354614;817,4087;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
17,608864;0,5551;2,133960969;835,2123;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
17,602656;0,3572;2,259488085;852,406;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
16,762528;0,3505;2,687064823;852,1547;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
15,381888;0,4114;2,993037168;824,5952;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
17,00368;0,4655;2,882220261;829,5068;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
17,107136;0,4225;2,435029911;829,4329;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
13,69616;0,4248;2,233009709;832,4932;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
15,978816;0,4837;2,692948907;825,2375;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
12,320992;0,5231;2,436991272;847,7976;0;0,926;71,438;22,101;1,077;0,865;1,228;1,31;1,032;0,023;0
17,670048;0,5044;2,233990389;842,5238;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
17,6248;0,4526;2,624301265;831,7311;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
13,35008;0,3573;2,672354614;834,2617;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
14,517056;0,3687;2,370304992;828,4719;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
16,45728;0,3623;2,610571737;807,001;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
12,720352;0,4924;2,573305874;821,8586;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
13,222272;0,3077;2,844954398;795,8799;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
17,168128;0,4504;2,390899284;818,9806;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
12,942656;0,3096;2,235951751;812,7242;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
14,152096;0,4532;2,140825733;856,7665;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
12,00512;0,5079;2,242816515;832,6807;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
15,2224;0,4102;2,261449446;844,3781;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
15,659648;0,5006;2,111405315;825,1641;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
14,83456;0,5822;2,842012357;816,0477;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
15,542272;0,3155;2,737079533;802,2001;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
17,74896;0,4721;2,804746494;824,6453;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
12,94944;0,5186;2,97930764;800,512;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
16,178592;0,4522;2,362459547;841,1575;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
15,860544;0,561;2,845935079;827,3342;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
12,687776;0,4296;2,423261744;838,375;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
15,712224;0,4628;2,736098853;809,917;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
16,840896;0,349;2,770422673;846,1233;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
15,920768;0,4346;2,346768657;834,9065;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
15,60016;0,4328;2,603706973;831,6459;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
16,156448;0,5364;2,843973718;823,1393;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
13,474592;0,559;2,530155928;829,8066;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
12,366784;0,3741;2,390899284;821,7704;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
16,418464;0,5762;2,636069432;842,9758;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
12,549504;0,3336;2,144748455;841,7445;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
13,478976;0,3567;2,909679317;839,9318;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
14,2768;0,4522;2,91360204;829,7397;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
16,196;0,4862;2,426203785;856,0895;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
15,967456;0,5275;2,373247033;847,1449;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
17,749152;0,5922;2,699813671;842,1075;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
13,911872;0,564;2,750809061;850,5637;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
15,857248;0,4086;2,600764931;833,8215;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
15,044576;0,3571;2,867510052;807,8302;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
15,426176;0,5788;2,822398745;812,4427;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
17,46752;0,3146;2,445817397;823,8447;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
16,94784;0,4958;2,828282828;834,6782;0;1,205;64,17;32,614;0,129;0,239;0,745;0,164;0,659;0,075;0
12,72384;0,5156;2,480141218;817,4968;0;1,40601406;64,64464645;31,800318;0,13800138;0,26100261;0,78500785;0,16400164;0,71800718;0,08300083;0
14,647776;0,3801;2,843973718;806,5532;0;1,40601406;64,64464645;31,800318;0,13800138;0,26100261;0,78500785;0,16400164;0,71800718;0,08300083;0
15,821888;0,4068;2,56644111;818,9355;0;1,40601406;64,64464645;31,800318;0,13800138;0,26100261;0,78500785;0,16400164;0,71800718;0,08300083;0
16,384416;0,3947;2,828282828;813,0829;0;1,40601406;64,64464645;31,800318;0,13800138;0,26100261;0,78500785;0,16400164;0,71800718;0,08300083;0
15,007232;0,3369;2,395802687;855,5232;0;1,40601406;64,64464645;31,800318;0,13800138;0,26100261;0,78500785;0,16400164;0,71800718;0,08300083;0
13,297152;0,398;2,889085025;803,5957;0;1,40601406;64,64464645;31,800318;0,13800138;0,26100261;0,78500785;0,16400164;0,71800718;0,08300083;0
15,287392;0,4279;2,91458272;813,6196;0;1,40601406;64,64464645;31,800318;0,13800138;0,26100261;0,78500785;0,16400164;0,71800718;0,08300083;0
13,204864;0,334;2,482102579;817,063;0;1,40601406;64,64464645;31,800318;0,13800138;0,26100261;0,78500785;0,16400164;0,71800718;0,08300083;0
13,704576;0,3839;2,639992155;805,5784;0;1,40601406;64,64464645;31,800318;0,13800138;0,26100261;0,78500785;0,16400164;0,71800718;0,08300083;0
17,754272;0,36;2,850838482;856,5604;0;1,40601406;64,64464645;31,800318;0,13800138;0,26100261;0,78500785;0,16400164;0,71800718;0,08300083;0
14,359744;0,538;2,641953516;820,2534;0;1,40601406;64,64464645;31,800318;0,13800138;0,26100261;0,78500785;0,16400164;0,71800718;0,08300083;0
15,318144;0,4118;2,84789644;813,0898;0;1,40601406;64,64464645;31,800318;0,13800138;0,26100261;0,78500785;0,16400164;0,71800718;0,08300083;0
17,185152;0,5357;2,190840443;835,0286;0;1,40601406;64,64464645;31,800318;0,13800138;0,26100261;0,78500785;0,16400164;0,71800718;0,08300083;0
13,644352;0,4066;2,505638913;834,7506;0;1,40601406;64,64464645;31,800318;0,13800138;0,26100261;0,78500785;0,16400164;0,71800718;0,08300083;0
16,468288;0,4571;2,159458664;865,9778;0;1,40601406;64,64464645;31,800318;0,13800138;0,26100261;0,78500785;0,16400164;0,71800718;0,08300083;0
16,254048;0,4829;2,673335295;826,7097;0;1,40601406;64,64464645;31,800318;0,13800138;0,26100261;0,78500785;0,16400164;0,71800718;0,08300083;0
15,125888;0,4751;2,694910268;807,9977;0;1,40601406;64,64464645;31,800318;0,13800138;0,26100261;0,78500785;0,16400164;0,71800718;0,08300083;0
14,589568;0,3788;2,523291164;840,0992;0;1,40601406;64,64464645;31,800318;0,13800138;0,26100261;0,78500785;0,16400164;0,71800718;0,08300083;0
12,726048;0,5525;2,349710699;820,2167;0;1,40601406;64,64464645;31,800318;0,13800138;0,26100261;0,78500785;0,16400164;0,71800718;0,08300083;0
13,913504;0,3467;2,105521232;853,1996;0;1,40601406;64,64464645;31,800318;0,13800138;0,26100261;0,78500785;0,16400164;0,71800718;0,08300083;0
